Date,CHILLER_SIM.01_EA,CHILLER_SIM.02_EA,EMCC.POMPA_ODASI,SIM.CHILLER3,Interval Total
2022-05-02,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-05-03,599.454743999988,682.311790999956,623.968714000002,1616.72185300011,3522.45710200006
2022-05-04,599.45474299998,682.311791999964,623.968714000002,1616.72185199987,3522.45710099982
2022-05-05,599.454743999988,682.311792000197,623.968714999995,1616.72185300011,3522.45710400029
2022-05-06,597.373303999892,679.942652999889,621.802156000005,1611.1082349997,3510.22634799949
2022-05-07,599.454743999988,682.311790999956,623.968714000002,1616.72185200034,3522.45710100028
2022-05-08,580.721783000045,660.989548000041,604.469691999999,1566.19929499971,3412.38031799979
2022-05-09,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-05-10,599.454743999988,682.311790999956,623.968714000002,1616.72185199987,3522.45710099982
2022-05-11,599.454743999988,682.311792000197,623.968713999988,1616.72185300011,3522.45710300028
2022-05-12,599.454743999988,682.311791999964,623.968714000002,1616.72185199987,3522.45710199983
2022-05-13,597.373304000124,679.942652999889,621.802156000005,1611.10823500017,3510.22634800019
2022-05-14,599.454743999988,682.311790999956,623.968714999995,1616.72185300011,3522.45710300005
2022-05-15,599.454743999988,682.311792000197,623.968714000002,1616.72185299965,3522.45710299983
2022-05-16,593.210423999932,675.204376999987,617.469039999996,1599.88100000005,3485.76484099997
2022-05-17,599.45474299998,682.311791999964,623.968714000002,1616.72185200034,3522.45710100028
2022-05-18,599.454743999988,682.311790999956,623.968714000002,1616.72185299965,3522.45710199959
2022-05-19,599.454743999988,682.311791999964,623.968714000002,1616.72185200034,3522.45710200029
2022-05-20,599.454743999988,682.311790999956,623.968714000002,1616.72185299965,3522.45710199959
2022-05-21,599.454744000221,682.311791999964,623.968714999995,1616.72185200034,3522.45710300052
2022-05-22,599.454743999988,682.311791000189,623.968714000002,1616.72185299965,3522.45710199983
2022-05-23,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-05-24,599.454743999988,682.311790999956,623.968714000002,1616.72185199987,3522.45710099982
2022-05-25,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-05-26,597.373303999892,679.942653000122,621.802156000005,1611.10823500017,3510.22634800019
2022-05-27,599.454743999988,682.311791999964,623.968714000002,1616.72185199987,3522.45710199983
2022-05-28,599.454743999988,682.311790999956,623.968714999995,1616.72185300011,3522.45710300005
2022-05-29,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-05-30,599.454743999988,682.311790999956,623.968714000002,1616.72185199987,3522.45710099982
2022-05-31,597.373303000117,679.94265400013,621.802155999991,1611.10823500017,3510.2263480004
2022-06-01,599.454743999988,682.311790999956,623.968714000002,1616.72185299965,3522.45710199959
2022-06-02,599.454743999988,682.311791999964,623.968714000002,1616.72185200034,3522.45710200029
2022-06-03,595.291864000028,677.573515000055,619.635598000008,1605.494618,3497.99559500009
2022-06-04,599.454743999988,682.311790999956,623.968714999995,1616.72185199987,3522.45710199981
2022-06-05,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-06-06,599.454743999988,682.311790999956,623.968714000002,1616.72185299965,3522.45710199959
2022-06-07,599.454743999988,682.311791999964,623.968713999988,1616.72185200034,3522.45710200028
2022-06-08,597.373304000124,679.942653000122,621.802156000005,1611.1082349997,3510.22634799995
2022-06-09,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-06-10,599.454743999988,682.311790999956,623.968714999995,1616.72185199987,3522.45710199981
2022-06-11,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-06-12,599.45474299998,682.311791000189,623.968714000002,1616.72185300011,3522.45710100028
2022-06-13,595.291864000028,677.573515999829,619.635597999993,1605.49461699976,3497.99559499961
2022-06-14,599.454743999988,682.311791000189,623.968714000002,1616.72185300011,3522.45710200029
2022-06-15,597.373303999892,679.942652999889,621.802156000005,1611.10823500017,3510.22634799995
2022-06-16,597.373304000124,679.942653999897,621.802155999991,1611.1082349997,3510.22634899971
2022-06-17,599.454743999988,682.311791000189,623.968714000002,1616.72185200034,3522.45710100052
2022-06-18,599.454743999988,682.311791999964,623.96871500001,1616.72185299965,3522.45710399961
2022-06-19,599.454743999988,682.311790999956,623.968713999988,1616.72185200034,3522.45710100027
2022-06-20,599.454743999988,682.311791999964,623.968714000002,1616.72185299965,3522.4571029996
2022-06-21,599.454743999988,682.311790999956,623.968714000002,1616.72185300011,3522.45710200006
2022-06-22,595.29186300002,679.94265400013,621.802156000005,1611.10823500017,3508.14490800032
2022-06-23,599.454743999988,682.311790999956,623.968714000002,1616.72185199987,3522.45710099982
2022-06-24,599.454743999988,682.311791999964,623.968714999995,1616.72185300011,3522.45710400006
2022-06-25,599.454743999988,682.311790999956,623.968714000002,1616.72185199987,3522.45710099982
2022-06-26,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-06-27,599.454743999988,682.311791000189,623.968713999988,1616.72185300011,3522.45710200028
2022-06-28,599.454743999988,682.311791999964,623.968714000002,1616.72185199987,3522.45710199983
2022-06-29,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-06-30,599.454743999988,682.311790999956,623.968714000002,1616.72185199987,3522.45710099982
2022-07-01,597.373304000124,679.942653000122,621.802156999998,1611.10823500017,3510.22634900041
2022-07-02,597.373303999892,679.942653999897,621.802156000005,1611.1082349997,3510.22634899949
2022-07-03,599.454743999988,682.311790999956,623.968714000002,1616.72185300011,3522.45710200006
2022-07-04,599.45474299998,682.311791999964,623.968713999988,1616.72185300011,3522.45710200004
2022-07-05,599.454743999988,682.311791000189,623.968714000002,1616.72185199987,3522.45710100005
2022-07-06,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-07-07,599.454743999988,682.311790999956,623.968714999995,1616.72185199987,3522.45710199981
2022-07-08,599.454744000221,682.311791999964,623.968714000002,1616.72185300011,3522.4571030003
2022-07-09,599.454743999988,682.311790999956,623.968714000002,1616.72185199987,3522.45710099982
2022-07-10,599.454743999988,682.311791999964,623.968714000002,1616.72185300011,3522.45710300007
2022-07-11,599.454743999988,682.311792000197,623.968713999988,1616.72185300011,3522.45710300028
2022-07-12,566.151702999836,644.405580000021,589.303786000004,1526.90397199988,3326.76504099974
2022-07-13,584.884663000004,665.727824999951,608.802808000008,1577.42652900005,3436.84182500001
2022-07-14,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-07-15,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-07-16,599.454744000221,682.311790999956,623.968713999988,1616.72185300011,3522.45710200028
2022-07-17,597.373303999892,682.311791999964,623.968714000017,1616.72185299965,3520.37566299952
2022-07-18,599.454743999988,682.311791000189,623.968713999988,1605.49461700022,3511.22986600039
2022-07-19,597.373303000117,679.942653999897,621.802156999998,1605.494618,3504.61273200001
2022-07-20,599.454743999988,682.311790999956,623.968714000017,1616.72185199987,3522.45710099983
2022-07-21,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-07-22,599.454743999988,682.311791000189,623.968713999988,1616.72185199987,3522.45710100004
2022-07-23,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-07-24,489.138419999974,556.74746899982,509.141138000006,1319.20012299996,2874.22714999976
2022-07-25,599.454743999988,682.311791000189,623.968714999995,1616.72185199987,3522.45710200004
2022-07-26,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-07-27,599.454743999988,682.311790999956,623.968714000017,1616.72185199987,3522.45710099983
2022-07-28,599.45474299998,682.311791999964,623.968713999988,1616.72185300011,3522.45710200004
2022-07-29,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-07-30,597.373304000124,679.94265400013,621.80215600002,1611.10823500017,3510.22634900044
2022-07-31,599.454743999988,682.311790999956,623.968714999995,1616.72185199987,3522.45710199981
2022-08-01,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-08-02,599.454743999988,682.311790999956,623.968714000017,1616.72185199987,3522.45710099983
2022-08-03,597.373303999892,679.94265400013,621.802155999991,1611.1082349997,3510.22634899971
2022-08-04,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-08-05,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-08-06,599.454743999988,682.311790999956,623.968713999988,1616.72185199987,3522.4571009998
2022-08-07,599.454743999988,682.311791999964,623.968714999995,1616.72185300011,3522.45710400006
2022-08-08,599.454744000221,682.311791000189,623.968714000017,1616.72185199987,3522.4571010003
2022-08-09,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-08-10,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-08-11,599.45474299998,682.311791999964,623.968713999988,1616.72185199987,3522.4571009998
2022-08-12,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-08-13,599.454743999988,682.311791999964,623.968714999995,1616.72185199987,3522.45710299982
2022-08-14,599.454743999988,682.311791000189,623.968713999988,1616.72185300011,3522.45710200028
2022-08-15,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-08-16,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-08-17,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-08-18,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-08-19,599.454743999988,682.311791000189,623.968713999988,1616.72185300011,3522.45710200028
2022-08-20,599.454743999988,682.311791999964,623.968714999995,1616.72185199987,3522.45710299982
2022-08-21,597.373304000124,679.942652999889,621.80215600002,1611.10823500017,3510.2263480002
2022-08-22,599.454743999988,682.311790999956,623.968713999988,1616.72185299965,3522.45710199958
2022-08-23,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-08-24,597.373302999884,679.942653000122,621.802155999991,1611.10823500017,3510.22634700016
2022-08-25,599.454743999988,682.311791999964,623.968713999988,1616.72185199987,3522.45710199981
2022-08-26,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-08-27,599.454743999988,682.311791999964,623.968714999995,1616.72185199987,3522.45710299982
2022-08-28,599.454743999988,682.311791000189,623.968713999988,1616.72185300011,3522.45710200028
2022-08-29,599.454744000221,682.311791999964,623.968714000017,1616.72185300011,3522.45710300031
2022-08-30,599.454743999988,682.311791999964,623.968713999988,1616.72185199987,3522.45710199981
2022-08-31,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-09-01,599.454743999988,682.311791999964,623.968713999988,1616.72185199987,3522.45710199981
2022-09-02,599.454743999988,682.311790999956,623.968714999995,1616.72185300011,3522.45710300005
2022-09-03,599.454743999988,682.311792000197,623.968714000017,1616.72185199987,3522.45710200007
2022-09-04,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-09-05,597.373303999892,679.942653999897,621.802155999991,1611.1082349997,3510.22634899948
2022-09-06,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-09-07,599.454743999988,682.311792000197,623.968713999988,1616.72185199987,3522.45710200004
2022-09-08,599.45474299998,682.311790999956,623.968714000017,1616.72185300011,3522.45710100007
2022-09-09,599.454744000221,682.311791999964,623.968714999995,1616.72185199987,3522.45710300005
2022-09-10,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-09-11,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-09-12,599.454743999988,682.311790999956,623.968713999988,1616.72185199987,3522.4571009998
2022-09-13,599.454743999988,682.311792000197,623.968713999988,1616.72185300011,3522.45710300028
2022-09-14,599.454743999988,682.311790999956,623.968714000017,1616.72185199987,3522.45710099983
2022-09-15,595.291864000028,677.573515000055,619.635597999993,1605.494618,3497.99559500007
2022-09-16,597.373303999892,679.942653999897,621.802156999998,1611.10823500017,3510.22634999995
2022-09-17,599.454743999988,682.311790999956,623.968713999988,1616.72185199987,3522.4571009998
2022-09-18,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-09-19,599.454743999988,682.311791000189,623.968713999988,1616.72185300011,3522.45710200028
2022-09-20,599.45474299998,682.311791999964,623.968714000017,1616.72185199987,3522.45710099983
2022-09-21,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-09-22,599.454743999988,682.311791999964,623.968714999995,1616.72185199987,3522.45710299982
2022-09-23,599.454744000221,682.311791999964,623.968714000017,1616.72185300011,3522.45710300031
2022-09-24,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-09-25,599.454743999988,682.311792000197,623.968714000017,1616.72185199987,3522.45710200007
2022-09-26,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-09-27,599.454743999988,682.311791999964,623.968713999988,1616.72185199987,3522.45710199981
2022-09-28,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-09-29,599.454743999988,682.311791999964,623.968714999995,1616.72185199987,3522.45710299982
2022-09-30,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-10-01,599.454743999988,682.311792000197,623.968714000017,1616.72185299965,3522.45710299985
2022-10-02,599.454743999988,682.311790999956,623.968713999988,1616.72185200034,3522.45710100027
2022-10-03,597.373303999892,679.942653999897,621.80215600002,1611.1082349997,3510.22634899951
2022-10-04,599.454744000221,682.311790999956,623.968713999988,1616.72185300011,3522.45710200028
2022-10-05,599.45474299998,682.311792000197,623.968714999995,1616.72185199987,3522.45710200004
2022-10-06,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-10-07,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-10-08,599.454743999988,682.311790999956,623.968713999988,1616.72185199987,3522.4571009998
2022-10-09,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-10-10,599.454743999988,682.311790999956,623.968713999988,1616.72185199987,3522.4571009998
2022-10-11,599.454743999988,682.311792000197,623.968714000017,1616.72185300011,3522.45710300031
2022-10-12,599.454743999988,682.311790999956,623.968714999995,1616.72185199987,3522.45710199981
2022-10-13,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-10-14,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-10-15,599.454743999988,682.311791999964,623.968713999988,1616.72185199987,3522.45710199981
2022-10-16,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-10-17,599.454743999988,682.311792000197,623.968714000017,1616.72185199987,3522.45710200007
2022-10-18,599.454743999988,682.311791999964,623.968714999995,1616.72185300011,3522.45710400006
2022-10-19,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-10-20,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-10-21,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-10-22,599.454743000213,682.311791999964,623.968714000017,1616.72185199987,3522.45710100007
2022-10-23,597.373303999892,679.942653000122,621.802155999991,1611.10823500017,3510.22634800017
2022-10-24,599.454743999988,682.311791999964,623.968713999988,1616.72185299965,3522.45710299959
2022-10-25,599.454743999988,682.311790999956,623.968715000025,1616.72185200034,3522.45710200031
2022-10-26,599.454743999988,682.311791999964,623.968713999988,1616.72185299965,3522.45710299959
2022-10-27,599.454743999988,682.311791000189,623.968713999988,1616.72185300011,3522.45710200028
2022-10-28,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-10-29,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-10-30,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-10-31,599.454743999988,682.311790999956,623.968714999995,1616.72185300011,3522.45710300005
2022-11-01,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-11-02,599.454744000221,682.311791000189,623.968714000017,1616.72185199987,3522.4571010003
2022-11-03,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-11-04,599.454743999988,682.311790999956,623.968714000017,1616.72185199987,3522.45710099983
2022-11-05,599.45474299998,682.311791999964,623.968713999988,1616.72185300011,3522.45710200004
2022-11-06,599.454743999988,682.311790999956,623.968714999995,1616.72185199987,3522.45710199981
2022-11-07,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-11-08,599.454743999988,682.311791000189,623.968713999988,1616.72185300011,3522.45710200028
2022-11-09,589.047543999972,670.466100999853,613.135924000002,1588.65376499994,3461.30333399976
2022-11-10,599.454743999988,682.311791999964,623.968713999988,1616.72185199987,3522.45710199981
2022-11-11,599.454743999988,682.311791000189,623.968714000017,1616.72185300011,3522.45710200031
2022-11-12,599.454743999988,682.311791999964,623.968713999988,1616.72185199987,3522.45710199981
2022-11-13,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-11-14,599.454743999988,682.311791999964,623.968714999995,1616.72185199987,3522.45710299982
2022-11-15,599.45474299998,682.311790999956,623.968713999988,1616.72185300011,3522.45710100004
2022-11-16,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-11-17,599.454743999988,682.311791000189,623.968713999988,1616.72185199987,3522.45710100004
2022-11-18,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-11-19,599.454744000221,682.311790999956,623.968714000017,1616.72185199987,3522.45710100007
2022-11-20,599.454743999988,682.311791999964,623.968714999995,1616.72185300011,3522.45710400006
2022-11-21,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-11-22,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-11-23,599.454743999988,682.311792000197,623.968713999988,1616.72185300011,3522.45710300028
2022-11-24,599.454743999988,682.311790999956,623.968714000017,1616.72185199987,3522.45710099983
2022-11-25,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-11-26,599.454743999988,682.311790999956,623.968713999988,1616.72185199987,3522.4571009998
2022-11-27,599.454743999988,682.311791999964,623.968715000025,1616.72185300011,3522.45710400009
2022-11-28,597.373303999892,679.942653000122,621.802155999991,1611.1082349997,3510.22634799971
2022-11-29,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-11-30,599.454743000213,682.311790999956,623.968714000017,1616.72185199987,3522.45710000006
2022-12-01,599.454743999988,682.311791999964,623.968713999988,1616.72185300011,3522.45710300005
2022-12-02,599.454743999988,682.311790999956,623.968714000017,1616.72185199987,3522.45710099983
2022-12-03,599.454743999988,682.311792000197,623.968714999995,1616.72185300011,3522.45710400029
2022-12-04,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-12-05,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-12-06,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-12-07,599.454743999988,682.311791999964,623.968713999988,1616.72185199987,3522.45710199981
2022-12-08,599.454743999988,682.311790999956,623.968714000017,1616.72185300011,3522.45710200007
2022-12-09,599.454743999988,682.311792000197,623.968713999988,1616.72185199987,3522.45710200004
2022-12-10,599.454743999988,682.311790999956,623.968714999995,1616.72185300011,3522.45710300005
2022-12-11,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-12-12,599.454743999988,682.311790999956,623.968713999988,1616.72185199987,3522.4571009998
2022-12-13,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-12-14,599.454743999988,682.311791000189,623.968713999988,1616.72185199987,3522.45710100004
2022-12-15,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2022-12-16,595.29186300002,677.573514999822,619.635597999993,1605.49461699976,3497.99559299959
2022-12-17,599.454743999988,682.311792000197,623.968714999995,1616.72185300011,3522.45710400029
2022-12-18,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-12-19,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-12-20,599.454743999988,682.311790999956,623.968713999988,1616.72185300011,3522.45710200004
2022-12-21,599.454744000221,682.311791999964,623.968714000017,1616.72185199987,3522.45710200007
2022-12-22,597.373303999892,679.942653000122,621.802155999991,1611.10823500017,3510.22634800017
2022-12-23,599.454743999988,682.311791999964,623.968714999995,1616.72185300011,3522.45710400006
2022-12-24,599.454743999988,682.311790999956,623.968714000017,1616.72185299965,3522.45710199961
2022-12-25,599.454743999988,682.311791999964,623.968713999988,1616.72185200034,3522.45710200028
2022-12-26,599.454743999988,682.311790999956,623.968713999988,1616.72185299965,3522.45710199958
2022-12-27,599.454743999988,682.311792000197,623.968714000017,1616.72185200034,3522.45710200054
2022-12-28,599.45474299998,682.311790999956,623.968713999988,1616.72185300011,3522.45710100004
2022-12-29,599.454743999988,682.311791999964,623.968714000017,1616.72185199987,3522.45710199984
2022-12-30,599.454743999988,682.311790999956,623.968714999995,1616.72185300011,3522.45710300005
2022-12-31,599.454743999988,682.311791999964,623.968713999988,1616.72185299965,3522.45710299959
2023-01-01,599.454744000221,682.311790999956,623.968714000017,1616.72185200034,3522.45710100053
2023-01-02,599.454743999988,682.311792000197,623.968713999988,1616.72185299965,3522.45710299982
2023-01-03,599.454743999988,682.311790999956,623.968713999988,1616.72185200034,3522.45710100027
2023-01-04,599.454743999988,682.311791999964,623.968714000017,1616.72185299965,3522.45710299962
2023-01-05,599.454743999988,682.311791999964,623.968714999995,1616.72185300011,3522.45710400006
2023-01-06,599.454743999988,682.311790999956,623.968713999988,1616.72185199987,3522.4571009998
2023-01-07,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
2023-01-08,599.454743999988,682.311791000189,623.968713999988,1616.72185199987,3522.45710100004
2023-01-09,599.454743999988,682.311791999964,623.968714000017,1616.72185300011,3522.45710300008
