Timestamp,Temperature,Humidity
2022-12-31 00:00:00,7.4954996,90.839195
2022-12-31 00:05:00,7.4954996,90.839195
2022-12-31 00:10:00,7.4954996,90.839195
2022-12-31 00:15:00,7.4954996,90.839195
2022-12-31 00:20:00,7.4954996,90.839195
2022-12-31 00:25:00,7.4954996,90.839195
2022-12-31 00:30:00,7.6955,89.608734
2022-12-31 00:35:00,7.6955,89.608734
2022-12-31 00:40:00,7.6955,89.608734
2022-12-31 00:45:00,7.6955,89.608734
2022-12-31 00:50:00,7.6955,89.608734
2022-12-31 00:55:00,7.6955,89.608734
2022-12-31 01:00:00,7.6955,89.608734
2022-12-31 01:05:00,7.6955,89.608734
2022-12-31 01:10:00,7.6955,89.608734
2022-12-31 01:15:00,7.6955,89.608734
2022-12-31 01:20:00,7.6955,89.608734
2022-12-31 01:25:00,7.6955,89.608734
2022-12-31 01:30:00,7.9455,87.793236
2022-12-31 01:35:00,7.9455,87.793236
2022-12-31 01:40:00,7.9455,87.793236
2022-12-31 01:45:00,7.9455,87.793236
2022-12-31 01:50:00,7.9455,87.793236
2022-12-31 01:55:00,7.9455,87.793236
2022-12-31 02:00:00,7.9455,87.793236
2022-12-31 02:05:00,7.9455,87.793236
2022-12-31 02:10:00,7.9455,87.793236
2022-12-31 02:15:00,7.9455,87.793236
2022-12-31 02:20:00,7.9455,87.793236
2022-12-31 02:25:00,7.9455,87.793236
2022-12-31 02:30:00,7.1454997,88.946365
2022-12-31 02:35:00,7.1454997,88.946365
2022-12-31 02:40:00,7.1454997,88.946365
2022-12-31 02:45:00,7.1454997,88.946365
2022-12-31 02:50:00,7.1454997,88.946365
2022-12-31 02:55:00,7.1454997,88.946365
2022-12-31 03:00:00,7.1454997,88.946365
2022-12-31 03:05:00,7.1454997,88.946365
2022-12-31 03:10:00,7.1454997,88.946365
2022-12-31 03:15:00,7.1454997,88.946365
2022-12-31 03:20:00,7.1454997,88.946365
2022-12-31 03:25:00,7.1454997,88.946365
2022-12-31 03:30:00,8.1455,88.1146
2022-12-31 03:35:00,8.1455,88.1146
2022-12-31 03:40:00,8.1455,88.1146
2022-12-31 03:45:00,8.1455,88.1146
2022-12-31 03:50:00,8.1455,88.1146
2022-12-31 03:55:00,8.1455,88.1146
2022-12-31 04:00:00,8.1455,88.1146
2022-12-31 04:05:00,8.1455,88.1146
2022-12-31 04:10:00,8.1455,88.1146
2022-12-31 04:15:00,8.1455,88.1146
2022-12-31 04:20:00,8.1455,88.1146
2022-12-31 04:25:00,8.1455,88.1146
2022-12-31 04:30:00,7.9455,89.01294
2022-12-31 04:35:00,7.9455,89.01294
2022-12-31 04:40:00,7.9455,89.01294
2022-12-31 04:45:00,7.9455,89.01294
2022-12-31 04:50:00,7.9455,89.01294
2022-12-31 04:55:00,7.9455,89.01294
2022-12-31 05:00:00,7.9455,89.01294
2022-12-31 05:05:00,7.9455,89.01294
2022-12-31 05:10:00,7.9455,89.01294
2022-12-31 05:15:00,7.9455,89.01294
2022-12-31 05:20:00,7.9455,89.01294
2022-12-31 05:25:00,7.9455,89.01294
2022-12-31 05:30:00,8.195499,88.42298
2022-12-31 05:35:00,8.195499,88.42298
2022-12-31 05:40:00,8.195499,88.42298
2022-12-31 05:45:00,8.195499,88.42298
2022-12-31 05:50:00,8.195499,88.42298
2022-12-31 05:55:00,8.195499,88.42298
2022-12-31 06:00:00,8.195499,88.42298
2022-12-31 06:05:00,8.195499,88.42298
2022-12-31 06:10:00,8.195499,88.42298
2022-12-31 06:15:00,8.195499,88.42298
2022-12-31 06:20:00,8.195499,88.42298
2022-12-31 06:25:00,8.195499,88.42298
2022-12-31 06:30:00,8.3955,89.05011
2022-12-31 06:35:00,8.3955,89.05011
2022-12-31 06:40:00,8.3955,89.05011
2022-12-31 06:45:00,8.3955,89.05011
2022-12-31 06:50:00,8.3955,89.05011
2022-12-31 06:55:00,8.3955,89.05011
2022-12-31 07:00:00,8.3955,89.05011
2022-12-31 07:05:00,8.3955,89.05011
2022-12-31 07:10:00,8.3955,89.05011
2022-12-31 07:15:00,8.3955,89.05011
2022-12-31 07:20:00,8.3955,89.05011
2022-12-31 07:25:00,8.3955,89.05011
2022-12-31 07:30:00,10.1455,85.924515
2022-12-31 07:35:00,10.1455,85.924515
2022-12-31 07:40:00,10.1455,85.924515
2022-12-31 07:45:00,10.1455,85.924515
2022-12-31 07:50:00,10.1455,85.924515
2022-12-31 07:55:00,10.1455,85.924515
2022-12-31 08:00:00,10.1455,85.924515
2022-12-31 08:05:00,10.1455,85.924515
2022-12-31 08:10:00,10.1455,85.924515
2022-12-31 08:15:00,10.1455,85.924515
2022-12-31 08:20:00,10.1455,85.924515
2022-12-31 08:25:00,10.1455,85.924515
2022-12-31 08:30:00,11.195499,78.773026
2022-12-31 08:35:00,11.195499,78.773026
2022-12-31 08:40:00,11.195499,78.773026
2022-12-31 08:45:00,11.195499,78.773026
2022-12-31 08:50:00,11.195499,78.773026
2022-12-31 08:55:00,11.195499,78.773026
2022-12-31 09:00:00,11.195499,78.773026
2022-12-31 09:05:00,11.195499,78.773026
2022-12-31 09:10:00,11.195499,78.773026
2022-12-31 09:15:00,11.195499,78.773026
2022-12-31 09:20:00,11.195499,78.773026
2022-12-31 09:25:00,11.195499,78.773026
2022-12-31 09:30:00,11.7455,73.40922
2022-12-31 09:35:00,11.7455,73.40922
2022-12-31 09:40:00,11.7455,73.40922
2022-12-31 09:45:00,11.7455,73.40922
2022-12-31 09:50:00,11.7455,73.40922
2022-12-31 09:55:00,11.7455,73.40922
2022-12-31 10:00:00,11.7455,73.40922
2022-12-31 10:05:00,11.7455,73.40922
2022-12-31 10:10:00,11.7455,73.40922
2022-12-31 10:15:00,11.7455,73.40922
2022-12-31 10:20:00,11.7455,73.40922
2022-12-31 10:25:00,11.7455,73.40922
2022-12-31 10:30:00,11.9955,70.74018
2022-12-31 10:35:00,11.9955,70.74018
2022-12-31 10:40:00,11.9955,70.74018
2022-12-31 10:45:00,11.9955,70.74018
2022-12-31 10:50:00,11.9955,70.74018
2022-12-31 10:55:00,11.9955,70.74018
2022-12-31 11:00:00,11.9955,70.74018
2022-12-31 11:05:00,11.9955,70.74018
2022-12-31 11:10:00,11.9955,70.74018
2022-12-31 11:15:00,11.9955,70.74018
2022-12-31 11:20:00,11.9955,70.74018
2022-12-31 11:25:00,11.9955,70.74018
2022-12-31 11:30:00,12.0455,69.78543
2022-12-31 11:35:00,12.0455,69.78543
